2020-05-23 15:41:42.531846+00,zurich,35
2020-05-23 15:50:38.333663+00,zurich,-3.864831408140521
2020-05-23 15:50:39.334322+00,zurich,13.637503515913977
2020-05-23 16:05:22.642712+00,milan,5.9264370153834705
2020-05-23 16:05:23.642671+00,zurich,31.045960327060563
2020-05-23 16:05:24.64266+00,new-york,-11.060537707467049
2020-05-23 16:05:25.642653+00,milan,-3.5116280024731594
2020-05-23 16:05:26.642047+00,new-york,26.344531934887492
2020-05-23 16:05:27.644281+00,zurich,11.537511564505515
2020-05-23 16:05:28.642503+00,milan,16.395434655903678
2020-05-23 16:05:29.641867+00,zurich,-3.413817886892687
2020-05-23 16:05:30.642599+00,new-york,-14.47807552148458
2020-05-23 16:05:31.642384+00,milan,-14.94736901468486
2020-05-23 16:05:32.641885+00,new-york,6.450777524480767
2020-05-23 16:05:33.644081+00,zurich,-1.7326274047198353
2020-05-23 16:05:34.642724+00,milan,1.1028543730896487
2020-05-23 16:05:35.641961+00,zurich,2.182566105938399
2020-05-23 16:05:36.642655+00,new-york,0.898158933502863
2020-05-23 16:05:37.645398+00,milan,12.283939641626361
2020-05-23 16:05:38.645212+00,new-york,34.030965571029306
2020-05-23 16:05:39.642501+00,zurich,11.41822127022294
2020-05-23 16:05:40.641999+00,milan,26.55903951060685
2020-05-23 16:05:41.642507+00,zurich,32.091492152295935
2020-05-23 16:05:42.644698+00,new-york,15.764992029501478
2020-05-23 16:05:43.644725+00,milan,5.666146840033321
2020-05-23 16:05:44.642486+00,new-york,0.29420542641845415
2020-05-23 16:05:45.643544+00,zurich,29.56448671276334
2020-05-23 16:05:46.645074+00,milan,30.865513898414065
2020-05-23 16:05:47.642512+00,zurich,-14.278843670345855
2020-05-23 16:05:48.641608+00,new-york,6.976188523033493
2020-05-23 16:05:49.642492+00,milan,29.861334284672935
2020-05-23 16:05:50.644544+00,new-york,-14.15638008617444
2020-05-23 16:05:51.644473+00,zurich,23.046979556703718
2020-05-23 16:05:52.641511+00,milan,33.77714664020895
